experiment,source_item,expected_match,has_match,model,sample_size,S11_predicted,S11_correct,S11_error_type,S11_response_time,S18_predicted,S18_correct,S18_error_type,S18_response_time,S05_predicted,S05_correct,S05_error_type,S05_response_time,S15_predicted,S15_correct,S15_error_type,S15_response_time,S20_predicted,S20_correct,S20_error_type,S20_response_time,S12_predicted,S12_correct,S12_error_type,S12_response_time,S19_predicted,S19_correct,S19_error_type,S19_response_time,S13_predicted,S13_correct,S13_error_type,S13_response_time,S14_predicted,S14_correct,S14_error_type,S14_response_time,S16_predicted,S16_correct,S16_error_type,S16_response_time,S17_predicted,S17_correct,S17_error_type,S17_response_time,S08_predicted,S08_correct,S08_error_type,S08_response_time,S09_predicted,S09_correct,S09_error_type,S09_response_time,S10_predicted,S10_correct,S10_error_type,S10_response_time,S01_predicted,S01_correct,S01_error_type,S01_response_time,S07_predicted,S07_correct,S07_error_type,S07_response_time,S02_predicted,S02_correct,S02_error_type,S02_response_time,S06_predicted,S06_correct,S06_error_type,S06_response_time,S03_predicted,S03_correct,S03_error_type,S03_response_time,S04_predicted,S04_correct,S04_error_type,S04_response_time
NHANES_Gemma3_12b,wasabi,none,False,gemma3-12b,1317,none,True,,1.100,none,True,,3.295,none,True,,4.119,basil,False,false_positive,1.808,none,True,,1.319,none,True,,2.336,none,True,,2.227,none,True,,0.694,none,True,,2.349,none,True,,0.379,none,True,,1.420,none,True,,4.876,none,True,,3.108,none,True,,3.878,none,True,,4.021,none,True,,3.167,none,True,,2.769,basil,False,false_positive,1.492,none,True,,5.353,yellow banana flesh only,False,false_positive,5.676
NHANES_Gemma3_12b,"beverages, coffee, ready to drink, milk based, sweetened",none,False,gemma3-12b,1317,brewed coffee,False,false_positive,2.590,brewed coffee,False,false_positive,4.890,none,True,,1.290,brewed coffee,False,false_positive,0.737,brewed coffee,False,false_positive,1.368,brewed coffee,False,false_positive,0.914,brewed coffee,False,false_positive,3.021,none,True,,3.466,none,True,,2.448,none,True,,2.514,brewed coffee,False,false_positive,4.166,brewed coffee,False,false_positive,6.727,brewed coffee,False,false_positive,4.336,brewed coffee,False,false_positive,4.711,brewed coffee,False,false_positive,5.543,brewed coffee,False,false_positive,4.423,brewed coffee,False,false_positive,1.710,whole grain brown lentils,False,false_positive,3.082,brewed coffee,False,false_positive,2.092,brewed coffee,False,false_positive,3.450
NHANES_Gemma3_12b,"seaweed, spirulina, dried",roasted seaweed,True,gemma3-12b,1317,none,False,missed_match,2.552,none,False,missed_match,2.843,roasted seaweed,True,,7.729,none,False,missed_match,15.736,roasted seaweed,True,,3.526,none,False,missed_match,7.448,dried philippines mango (mariani),False,wrong_match,5.940,none,False,missed_match,3.500,none,False,missed_match,2.440,none,False,missed_match,1.518,roasted seaweed,True,,4.416,dried philippines mango (mariani),False,wrong_match,6.659,honey graham crackers,False,wrong_match,1.089,roasted seaweed,True,,1.422,roasted seaweed,True,,1.669,roasted seaweed,True,,5.707,roasted seaweed,True,,5.494,roasted seaweed,True,,2.572,roasted seaweed,True,,3.939,roasted seaweed,True,,1.144
NHANES_Gemma3_12b,"corn flour, masa, enriched, white",dried corn grits/polenta,True,gemma3-12b,1317,none,False,missed_match,2.761,none,False,missed_match,3.579,none,False,missed_match,0.925,enriched long white rice (mahatma),False,wrong_match,1.761,cornmeal,False,wrong_match,1.359,none,False,missed_match,0.689,none,False,missed_match,2.312,none,False,missed_match,5.205,none,False,missed_match,6.327,none,False,missed_match,1.435,enriched long white rice (mahatma),False,wrong_match,1.028,cornmeal,False,wrong_match,1.710,none,False,missed_match,5.704,cornmeal,False,wrong_match,0.995,cornmeal,False,wrong_match,5.408,cornmeal,False,wrong_match,5.250,cornmeal,False,wrong_match,7.350,cornmeal,False,wrong_match,4.647,cornmeal,False,wrong_match,3.588,crisp rice receal,False,wrong_match,0.732
NHANES_Gemma3_12b,"millet, puffed",none,False,gemma3-12b,1317,none,True,,2.784,none,True,,3.451,none,True,,2.255,none,True,,0.660,none,True,,1.482,none,True,,1.190,none,True,,1.161,none,True,,0.567,none,True,,1.929,none,True,,0.394,none,True,,0.914,none,True,,0.776,none,True,,3.699,enriched long white rice (mahatma),False,false_positive,2.103,none,True,,1.310,honey nut oat cereal,False,false_positive,7.517,honey nut oat cereal,False,false_positive,2.467,plantain banana (steamed 10 in),False,false_positive,2.407,honey nut oat cereal,False,false_positive,3.803,red whole grain bulgur,False,false_positive,3.989
NHANES_Gemma3_12b,"barley, pearled, cooked",whole grain pearl barley,True,gemma3-12b,1317,none,False,missed_match,0.338,none,False,missed_match,0.740,none,False,missed_match,1.981,whole grain pearl barley,True,,2.685,whole grain pearl barley,True,,4.502,none,False,missed_match,4.394,none,False,missed_match,4.538,none,False,missed_match,7.431,none,False,missed_match,2.256,none,False,missed_match,1.083,whole grain pearl barley,True,,2.513,enriched long white rice (mahatma),False,wrong_match,5.694,none,False,missed_match,3.054,enriched long white rice (mahatma),False,wrong_match,4.769,golden del apple flesh only,False,wrong_match,4.585,frozen whole blueberry,False,wrong_match,3.351,frozen whole blueberry,False,wrong_match,2.249,pixie tangerine,False,wrong_match,3.344,whole grain brown lentils,False,wrong_match,6.169,whole grain pearl barley,True,,2.631
NHANES_Gemma3_12b,"beverages, powerade zero ion4, calorie-free, assorted flavors",none,False,gemma3-12b,1317,none,True,,1.593,none,True,,4.243,none,True,,3.155,none,True,,1.189,none,True,,0.696,none,True,,1.493,none,True,,6.248,none,True,,2.022,none,True,,1.945,none,True,,0.237,none,True,,0.677,none,True,,4.543,none,True,,3.850,none,True,,0.506,budweiser,False,false_positive,4.557,coca cola,False,false_positive,7.226,coca cola,False,false_positive,2.009,garlic,False,false_positive,2.353,none,True,,1.008,none,True,,6.439
NHANES_Gemma3_12b,"child formula, abbott nutrition, pediasure, ready-to-feed",none,False,gemma3-12b,1317,none,True,,3.751,none,True,,3.742,none,True,,2.559,none,True,,1.202,none,True,,1.791,none,True,,4.327,none,True,,1.093,none,True,,10.412,none,True,,3.148,none,True,,3.616,none,True,,1.451,none,True,,5.253,none,True,,3.638,none,True,,4.572,none,True,,0.998,granola,False,false_positive,1.702,none,True,,0.313,plantain banana (steamed 10 in),False,false_positive,2.910,steamed russet potato flesh only,False,false_positive,2.398,sourdough bread,False,false_positive,5.010
NHANES_Gemma3_12b,"lentils, mature seeds, cooked, boiled, without salt",whole grain brown lentils,True,gemma3-12b,1317,whole brown egg,False,wrong_match,0.823,whole brown egg,False,wrong_match,0.897,whole grain brown lentils,True,,4.411,whole brown egg,False,wrong_match,3.760,whole brown egg,False,wrong_match,1.128,whole grain brown lentils,True,,1.813,whole grain brown lentils,True,,2.923,whole brown egg,False,wrong_match,1.538,none,False,missed_match,8.570,none,False,missed_match,1.757,whole brown egg,False,wrong_match,1.314,whole grain brown lentils,True,,5.353,whole grain brown lentils,True,,5.352,whole grain brown lentils,True,,0.672,whole grain brown lentils,True,,1.711,whole grain brown lentils,True,,1.079,whole grain brown lentils,True,,5.049,whole grain brown lentils,True,,6.199,whole grain brown lentils,True,,5.883,whole grain brown lentils,True,,5.615
NHANES_Gemma3_12b,"nuts, almonds, oil roasted, without salt added",roasted almonds,True,gemma3-12b,1317,none,False,missed_match,1.052,none,False,missed_match,0.840,peanuts,False,wrong_match,3.255,almond butter (justin's),False,wrong_match,10.560,peanuts,False,wrong_match,2.884,none,False,missed_match,1.133,none,False,missed_match,8.754,none,False,missed_match,2.569,none,False,missed_match,4.115,none,False,missed_match,1.382,peanuts,False,wrong_match,1.447,pecan,False,wrong_match,1.220,hazelnut flour,False,wrong_match,4.288,hazelnut flour,False,wrong_match,3.513,pecan,False,wrong_match,0.452,roasted almonds,True,,0.815,pecan,False,wrong_match,0.548,chicken strips,False,wrong_match,6.411,peanuts,False,wrong_match,3.014,split pea soup,False,wrong_match,3.442
NHANES_Gemma3_12b,"peppers, sweet, red, raw",steamed whole red bell pepper w/o seed,True,gemma3-12b,1317,none,False,missed_match,3.873,steamed whole red bell pepper w/o seed,True,,10.167,steamed whole red bell pepper w/o seed,True,,1.546,steamed whole red bell pepper w/o seed,True,,4.103,steamed whole red bell pepper w/o seed,True,,3.142,none,False,missed_match,2.274,none,False,missed_match,2.229,steamed whole red bell pepper w/o seed,True,,1.392,none,False,missed_match,1.404,none,False,missed_match,1.418,steamed whole red bell pepper w/o seed,True,,2.854,steamed whole red bell pepper w/o seed,True,,5.753,none,False,missed_match,2.281,steamed whole red bell pepper w/o seed,True,,2.847,steamed whole red bell pepper w/o seed,True,,4.604,steamed whole red bell pepper w/o seed,True,,1.968,steamed whole red bell pepper w/o seed,True,,3.819,steamed whole red bell pepper w/o seed,True,,4.272,steamed whole red bell pepper w/o seed,True,,2.630,albacore white tuna,False,wrong_match,5.263
NHANES_Gemma3_12b,"pasta, cooked, enriched, without added salt",spaghetti,True,gemma3-12b,1317,none,False,missed_match,1.011,whole wheat spaghetti,False,wrong_match,1.856,none,False,missed_match,7.862,whole wheat spaghetti,False,wrong_match,5.360,whole wheat spaghetti,False,wrong_match,2.129,none,False,missed_match,0.546,none,False,missed_match,2.488,none,False,missed_match,2.407,none,False,missed_match,4.254,none,False,missed_match,1.465,whole wheat spaghetti,False,wrong_match,2.052,whole wheat spaghetti,False,wrong_match,2.360,none,False,missed_match,4.877,whole wheat spaghetti,False,wrong_match,0.533,whole wheat spaghetti,False,wrong_match,5.320,whole wheat spaghetti,False,wrong_match,7.117,whole wheat spaghetti,False,wrong_match,2.856,whole wheat spaghetti,False,wrong_match,4.088,whole wheat spaghetti,False,wrong_match,2.260,unsalted butter,False,wrong_match,2.957
NHANES_Gemma3_12b,"crustaceans, crab, alaska king, imitation, made from surimi",none,False,gemma3-12b,1317,none,True,,1.837,none,True,,3.647,none,True,,7.341,shrimp,False,false_positive,2.311,none,True,,1.954,none,True,,1.683,none,True,,0.536,none,True,,1.113,none,True,,2.779,none,True,,2.553,none,True,,3.903,none,True,,4.186,none,True,,4.123,shrimp,False,false_positive,5.514,shrimp,False,false_positive,4.873,shrimp,False,false_positive,2.389,shrimp,False,false_positive,4.118,chocolate,False,false_positive,4.275,shrimp,False,false_positive,3.912,yellow banana flesh only,False,false_positive,2.452
NHANES_Gemma3_12b,"turkey, drumstick, from whole bird, meat only, with added solution, roasted",ground turkey,True,gemma3-12b,1317,ground turkey,True,,1.094,none,False,missed_match,0.835,none,False,missed_match,3.873,ground turkey,True,,4.671,ground turkey,True,,3.768,none,False,missed_match,3.084,none,False,missed_match,3.739,none,False,missed_match,3.857,none,False,missed_match,2.035,none,False,missed_match,1.306,ground turkey,True,,2.803,none,False,missed_match,0.306,none,False,missed_match,3.671,plant based bacon strip,False,wrong_match,0.912,spaghetti,False,wrong_match,5.861,spaghetti,False,wrong_match,3.200,spaghetti,False,wrong_match,5.880,none,False,missed_match,4.930,spaghetti,False,wrong_match,3.746,sourdough bread,False,wrong_match,7.253
NHANES_Gemma3_12b,"fish, tuna, light, canned in oil, drained solids",albacore white tuna,True,gemma3-12b,1317,albacore white tuna,True,,2.658,albacore white tuna,True,,3.636,none,False,missed_match,0.506,albacore white tuna,True,,4.599,albacore white tuna,True,,3.237,albacore white tuna,True,,1.079,albacore white tuna,True,,5.041,none,False,missed_match,1.177,none,False,missed_match,1.076,none,False,missed_match,1.036,albacore white tuna,True,,1.072,albacore white tuna,True,,5.000,albacore white tuna,True,,3.821,albacore white tuna,True,,0.698,albacore white tuna,True,,2.683,albacore white tuna,True,,2.937,albacore white tuna,True,,5.263,albacore white tuna,True,,4.109,albacore white tuna,True,,2.510,albacore white tuna,True,,2.445
NHANES_Gemma3_12b,"oil, olive, salad or cooking",none,False,gemma3-12b,1317,none,True,,4.020,none,True,,0.233,none,True,,6.829,none,True,,0.748,none,True,,1.457,none,True,,3.386,none,True,,3.302,none,True,,1.194,none,True,,0.895,none,True,,4.195,none,True,,0.770,dried coconut strips,False,false_positive,4.221,none,True,,4.066,none,True,,2.030,basil,False,false_positive,1.170,basil,False,false_positive,6.163,unsalted butter,False,false_positive,5.674,coconut milk,False,false_positive,0.779,dried coconut strips,False,false_positive,4.380,yellow banana flesh only,False,false_positive,5.644
