experiment,source_item,expected_match,has_match,model,sample_size,S13_predicted,S13_correct,S13_error_type,S13_response_time,S15_predicted,S15_correct,S15_error_type,S15_response_time,S20_predicted,S20_correct,S20_error_type,S20_response_time,S03_predicted,S03_correct,S03_error_type,S03_response_time,S11_predicted,S11_correct,S11_error_type,S11_response_time,S18_predicted,S18_correct,S18_error_type,S18_response_time,S01_predicted,S01_correct,S01_error_type,S01_response_time,S12_predicted,S12_correct,S12_error_type,S12_response_time,S16_predicted,S16_correct,S16_error_type,S16_response_time,S06_predicted,S06_correct,S06_error_type,S06_response_time,S08_predicted,S08_correct,S08_error_type,S08_response_time,S14_predicted,S14_correct,S14_error_type,S14_response_time,S09_predicted,S09_correct,S09_error_type,S09_response_time,S19_predicted,S19_correct,S19_error_type,S19_response_time,S17_predicted,S17_correct,S17_error_type,S17_response_time,S02_predicted,S02_correct,S02_error_type,S02_response_time,S05_predicted,S05_correct,S05_error_type,S05_response_time,S10_predicted,S10_correct,S10_error_type,S10_response_time,S07_predicted,S07_correct,S07_error_type,S07_response_time,S04_predicted,S04_correct,S04_error_type,S04_response_time
NHANES_Gemma3_4b,"beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",beef round tip steak,True,gemma3-4b,1317,none,False,missed_match,4.833,ground pork,False,wrong_match,0.794,none,False,missed_match,0.332,none,False,missed_match,1.075,none,False,missed_match,0.753,none,False,missed_match,1.814,none,False,missed_match,1.602,none,False,missed_match,0.795,none,False,missed_match,0.643,none,False,missed_match,1.311,none,False,missed_match,2.059,none,False,missed_match,0.864,none,False,missed_match,1.332,none,False,missed_match,1.115,ground turkey,False,wrong_match,0.528,none,False,missed_match,2.954,original apple sauce (tree top),False,wrong_match,1.210,original apple sauce (tree top),False,wrong_match,1.658,unsalted butter,False,wrong_match,1.332,none,False,missed_match,1.877
NHANES_Gemma3_4b,"vanilla extract, imitation, no alcohol",none,False,gemma3-4b,1317,none,True,,1.617,none,True,,1.027,none,True,,0.255,none,True,,1.634,none,True,,1.236,none,True,,2.831,none,True,,1.480,none,True,,1.171,none,True,,0.868,none,True,,0.858,none,True,,2.326,none,True,,1.732,none,True,,1.283,none,True,,0.873,vanilla bean ice cream,False,false_positive,0.711,vanilla bean ice cream,False,false_positive,0.303,none,True,,2.022,none,True,,0.674,vanilla bean ice cream,False,false_positive,0.345,plantain banana (steamed 10 in),False,false_positive,1.874
NHANES_Gemma3_4b,vegetarian fillets,plant based fish fillet,True,gemma3-4b,1317,none,False,missed_match,0.385,plant based bacon strip,False,wrong_match,0.299,none,False,missed_match,0.109,none,False,missed_match,1.341,none,False,missed_match,0.488,whole wheat spaghetti,False,wrong_match,1.709,none,False,missed_match,1.492,plant based bacon strip,False,wrong_match,0.182,none,False,missed_match,0.403,none,False,missed_match,1.396,none,False,missed_match,0.739,none,False,missed_match,1.552,none,False,missed_match,1.016,none,False,missed_match,0.833,plant based fish fillet,True,,0.624,none,False,missed_match,0.832,steamed whole snow peas,False,wrong_match,1.274,original apple sauce (tree top),False,wrong_match,1.449,original apple sauce (tree top),False,wrong_match,0.313,original apple sauce (tree top),False,wrong_match,0.819
NHANES_Gemma3_4b,"figs, dried, stewed",none,False,gemma3-4b,1317,none,True,,0.177,none,True,,3.109,none,True,,0.652,none,True,,1.031,none,True,,0.435,none,True,,1.296,none,True,,0.672,none,True,,0.380,unsweetened pitted prunes,False,false_positive,0.694,none,True,,0.516,none,True,,0.934,none,True,,0.277,none,True,,1.454,none,True,,1.019,unsweetened pitted prunes,False,false_positive,0.342,whole bartlett pear flesh only,False,false_positive,1.865,none,True,,1.906,original apple sauce (tree top),False,false_positive,0.388,muir's diced tomatoes,False,false_positive,0.286,brown egg yolk,False,false_positive,0.502
NHANES_Gemma3_4b,"soymilk, original and vanilla, with added calcium, vitamins a and d",soy milk,True,gemma3-4b,1317,none,False,missed_match,0.471,none,False,missed_match,1.212,none,False,missed_match,0.502,none,False,missed_match,1.555,none,False,missed_match,0.242,none,False,missed_match,1.049,none,False,missed_match,0.839,none,False,missed_match,2.064,none,False,missed_match,0.416,none,False,missed_match,1.361,none,False,missed_match,1.068,none,False,missed_match,2.217,none,False,missed_match,1.606,none,False,missed_match,1.072,soft silken tofu,False,wrong_match,1.667,none,False,missed_match,0.774,soy milk,True,,0.224,soy milk,True,,2.299,soy milk,True,,1.601,plantain banana (steamed 10 in),False,wrong_match,0.215
NHANES_Gemma3_4b,ham salad spread,none,False,gemma3-4b,1317,none,True,,0.278,tahini spread (365 whole foods market),False,false_positive,0.797,none,True,,0.464,none,True,,1.518,none,True,,0.644,none,True,,0.873,none,True,,0.823,none,True,,0.567,none,True,,1.002,none,True,,2.817,none,True,,1.410,none,True,,0.996,none,True,,1.407,none,True,,0.561,tahini spread (365 whole foods market),False,false_positive,1.926,none,True,,2.355,albacore white tuna,False,false_positive,0.291,original apple sauce (tree top),False,false_positive,1.373,albacore white tuna,False,false_positive,2.005,plantain banana (steamed 10 in),False,false_positive,1.891
NHANES_Gemma3_4b,catsup,tomato ketchup,True,gemma3-4b,1317,tomato ketchup,True,,0.277,tomato ketchup,True,,0.528,tomato ketchup,True,,0.532,none,False,missed_match,1.396,tomato ketchup,True,,0.720,tomato ketchup,True,,0.985,hunt's tomato paste,False,wrong_match,0.385,tomato ketchup,True,,0.534,tomato ketchup,True,,0.332,none,False,missed_match,1.711,none,False,missed_match,1.015,none,False,missed_match,0.897,none,False,missed_match,2.342,none,False,missed_match,0.938,tomato ketchup,True,,0.554,none,False,missed_match,0.466,original apple sauce (tree top),False,wrong_match,1.230,hunt's tomato paste,False,wrong_match,1.588,muir's diced tomatoes,False,wrong_match,1.651,plantain banana (steamed 10 in),False,wrong_match,0.587
NHANES_Gemma3_4b,"crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",shrimp,True,gemma3-4b,1317,shrimp,True,,0.556,none,False,missed_match,1.645,none,False,missed_match,0.408,shrimp,True,,1.113,none,False,missed_match,0.860,shrimp,True,,0.490,none,False,missed_match,1.405,none,False,missed_match,0.707,shrimp,True,,0.437,shrimp,True,,1.703,shrimp,True,,0.874,none,False,missed_match,1.168,none,False,missed_match,2.265,none,False,missed_match,0.466,shrimp,True,,1.053,shrimp,True,,2.564,shrimp,True,,0.581,shrimp,True,,0.458,shrimp,True,,1.826,plantain banana (steamed 10 in),False,wrong_match,0.292
NHANES_Gemma3_4b,"pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",ground pork,True,gemma3-4b,1317,none,False,missed_match,4.410,none,False,missed_match,1.658,none,False,missed_match,0.403,ground pork,True,,0.697,none,False,missed_match,1.594,plant based bacon strip,False,wrong_match,2.295,none,False,missed_match,1.365,none,False,missed_match,1.022,none,False,missed_match,0.593,none,False,missed_match,1.923,none,False,missed_match,2.320,none,False,missed_match,1.557,none,False,missed_match,2.192,none,False,missed_match,0.407,ground pork,True,,0.372,none,False,missed_match,1.802,ground pork,True,,1.369,original apple sauce (tree top),False,wrong_match,1.609,ground pork,True,,1.829,brazil nuts,False,wrong_match,0.535
NHANES_Gemma3_4b,"beans, mature, red kidney, canned, solids and liquid, low sodium",canned kidney beans,True,gemma3-4b,1317,canned kidney beans,True,,0.664,none,False,missed_match,1.982,canned kidney beans,True,,1.848,none,False,missed_match,0.518,none,False,missed_match,2.107,none,False,missed_match,2.811,none,False,missed_match,1.206,none,False,missed_match,2.860,none,False,missed_match,0.384,none,False,missed_match,2.874,none,False,missed_match,2.254,none,False,missed_match,2.030,none,False,missed_match,1.634,none,False,missed_match,1.059,canned kidney beans,True,,0.749,canned black beans (s&w),False,wrong_match,0.976,canned black beans (s&w),False,wrong_match,1.429,canned black beans (s&w),False,wrong_match,2.088,canned black beans (s&w),False,wrong_match,1.273,whole strawberry,False,wrong_match,0.542
NHANES_Gemma3_4b,"seeds, pumpkin and squash seed kernels, roasted, without salt",pumpkin seeds,True,gemma3-4b,1317,none,False,missed_match,2.564,sunflower seeds,False,wrong_match,0.352,none,False,missed_match,0.421,none,False,missed_match,0.536,none,False,missed_match,0.842,none,False,missed_match,0.712,none,False,missed_match,1.033,sunflower seeds,False,wrong_match,0.121,none,False,missed_match,0.390,none,False,missed_match,0.715,none,False,missed_match,1.072,none,False,missed_match,0.824,none,False,missed_match,1.628,none,False,missed_match,0.303,sunflower seeds,False,wrong_match,0.953,none,False,missed_match,0.457,soy milk,False,wrong_match,1.340,original apple sauce (tree top),False,wrong_match,1.704,steamed butternut squash,False,wrong_match,1.527,pumpkin seeds,True,,1.114
NHANES_Gemma3_4b,"crustaceans, crab, blue, cooked, moist heat",none,False,gemma3-4b,1317,none,True,,2.500,none,True,,0.604,none,True,,0.332,none,True,,1.011,none,True,,1.617,none,True,,1.427,none,True,,0.952,none,True,,1.760,none,True,,0.257,none,True,,0.295,none,True,,0.400,none,True,,1.222,none,True,,1.683,none,True,,0.989,shrimp,False,false_positive,1.060,albacore white tuna,False,false_positive,0.509,shrimp,False,false_positive,0.345,albacore white tuna,False,false_positive,2.243,albacore white tuna,False,false_positive,0.800,brown egg yolk,False,false_positive,0.337
NHANES_Gemma3_4b,"snacks, sweet potato chips, unsalted",none,False,gemma3-4b,1317,none,True,,0.455,none,True,,0.367,none,True,,0.544,none,True,,1.212,none,True,,2.982,none,True,,1.325,none,True,,0.971,none,True,,0.654,steamed whole sweet potato,False,false_positive,0.274,none,True,,2.831,none,True,,0.812,none,True,,1.345,none,True,,1.614,none,True,,1.315,vegetable chips,False,false_positive,0.819,none,True,,0.361,original apple sauce (tree top),False,false_positive,0.775,original apple sauce (tree top),False,false_positive,1.611,banana chips,False,false_positive,1.018,brazil nuts,False,false_positive,1.219
NHANES_Gemma3_4b,"beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",beef round tip steak,True,gemma3-4b,1317,none,False,missed_match,0.980,none,False,missed_match,0.364,none,False,missed_match,0.304,none,False,missed_match,0.417,none,False,missed_match,0.262,whole original english muffin (thomas),False,wrong_match,0.945,none,False,missed_match,2.395,none,False,missed_match,1.612,none,False,missed_match,1.256,none,False,missed_match,1.171,none,False,missed_match,0.308,none,False,missed_match,1.749,none,False,missed_match,0.848,none,False,missed_match,0.918,ground pork,False,wrong_match,1.149,brown egg yolk,False,wrong_match,0.763,original apple sauce (tree top),False,wrong_match,1.143,original apple sauce (tree top),False,wrong_match,0.839,original apple sauce (tree top),False,wrong_match,0.852,brazil nuts,False,wrong_match,1.879
NHANES_Gemma3_4b,"beans, black, mature seeds, canned, low sodium",canned black beans (s&w),True,gemma3-4b,1317,canned black beans (s&w),True,,0.452,canned black beans (s&w),True,,0.184,none,False,missed_match,2.715,none,False,missed_match,0.539,none,False,missed_match,1.076,none,False,missed_match,1.459,none,False,missed_match,0.864,none,False,missed_match,3.332,canned black beans (s&w),True,,3.027,canned black beans (s&w),True,,0.895,canned black beans (s&w),True,,1.758,none,False,missed_match,1.860,none,False,missed_match,0.979,none,False,missed_match,1.054,canned black beans (s&w),True,,0.584,canned black beans (s&w),True,,1.688,canned black beans (s&w),True,,0.777,canned black beans (s&w),True,,0.807,canned black beans (s&w),True,,0.466,whole strawberry,False,wrong_match,1.301
NHANES_Gemma3_4b,"persimmons, japanese, raw",none,False,gemma3-4b,1317,none,True,,0.334,none,True,,1.607,none,True,,0.999,none,True,,0.500,none,True,,0.534,none,True,,0.805,none,True,,2.634,none,True,,0.731,none,True,,2.570,none,True,,3.524,none,True,,1.465,none,True,,0.582,none,True,,0.795,none,True,,1.476,none,True,,0.956,whole bartlett pear flesh only,False,false_positive,1.804,none,True,,3.069,original apple sauce (tree top),False,false_positive,0.607,freeze dried apple rings,False,false_positive,1.582,whole strawberry,False,false_positive,0.653
NHANES_Gemma3_4b,"pork, cured, shoulder, arm picnic, separable lean only, roasted",ground pork,True,gemma3-4b,1317,none,False,missed_match,2.606,none,False,missed_match,1.558,none,False,missed_match,5.414,none,False,missed_match,0.322,none,False,missed_match,1.763,ground pork,True,,1.474,ground pork,True,,2.464,none,False,missed_match,0.875,none,False,missed_match,1.422,none,False,missed_match,2.671,none,False,missed_match,1.400,none,False,missed_match,1.333,none,False,missed_match,1.055,none,False,missed_match,1.017,ground pork,True,,1.006,none,False,missed_match,2.059,ground pork,True,,0.588,original apple sauce (tree top),False,wrong_match,0.957,green split peas,False,wrong_match,0.274,brazil nuts,False,wrong_match,2.042
NHANES_Gemma3_4b,"animal fat, bacon grease",none,False,gemma3-4b,1317,none,True,,0.841,none,True,,2.764,brown egg yolk,False,false_positive,1.920,none,True,,1.043,none,True,,1.744,none,True,,3.543,none,True,,1.579,none,True,,0.184,none,True,,1.044,none,True,,1.495,none,True,,1.900,none,True,,1.389,none,True,,1.278,none,True,,1.427,plant based bacon strip,False,false_positive,1.190,none,True,,1.663,unsalted butter,False,false_positive,0.577,none,True,,1.482,plant based bacon strip,False,false_positive,1.474,plantain banana (steamed 10 in),False,false_positive,0.713
NHANES_Gemma3_4b,"alcoholic beverage, beer, regular, all",budweiser,True,gemma3-4b,1317,none,False,missed_match,1.531,none,False,missed_match,0.932,none,False,missed_match,1.588,none,False,missed_match,1.025,none,False,missed_match,1.652,none,False,missed_match,1.564,budweiser,True,,2.108,none,False,missed_match,1.270,none,False,missed_match,3.529,none,False,missed_match,1.213,none,False,missed_match,1.519,none,False,missed_match,0.445,none,False,missed_match,1.199,none,False,missed_match,1.361,budweiser,True,,1.144,budweiser,True,,1.654,budweiser,True,,1.670,none,False,missed_match,1.265,budweiser,True,,1.254,none,False,missed_match,1.844
NHANES_Gemma3_4b,"chives, raw",chives,True,gemma3-4b,1317,none,False,missed_match,1.083,none,False,missed_match,0.236,chives,True,,0.990,chives,True,,1.457,none,False,missed_match,0.454,none,False,missed_match,0.332,chives,True,,1.436,none,False,missed_match,0.564,chives,True,,0.328,chives,True,,2.017,none,False,missed_match,1.644,none,False,missed_match,0.779,none,False,missed_match,0.981,none,False,missed_match,0.443,chives,True,,0.952,chives,True,,1.426,chives,True,,1.887,chives,True,,0.582,chives,True,,1.506,plantain banana (steamed 10 in),False,wrong_match,1.935
NHANES_Gemma3_4b,"beverages, coffee substitute, cereal grain beverage, powder",none,False,gemma3-4b,1317,none,True,,1.898,none,True,,1.803,none,True,,0.735,none,True,,1.104,none,True,,1.280,none,True,,1.648,none,True,,1.514,none,True,,1.153,brewed coffee,False,false_positive,1.429,none,True,,1.658,none,True,,0.471,none,True,,2.522,none,True,,1.281,none,True,,1.411,brewed coffee,False,false_positive,1.017,brewed coffee,False,false_positive,1.379,none,True,,0.536,none,True,,1.492,brewed coffee,False,false_positive,0.866,plantain banana (steamed 10 in),False,false_positive,1.514
NHANES_Gemma3_4b,"cabbage, chinese (pak-choi), raw",steamed baby bok choy leaves and stalk,True,gemma3-4b,1317,none,False,missed_match,0.838,none,False,missed_match,2.019,none,False,missed_match,1.585,none,False,missed_match,0.562,none,False,missed_match,0.408,none,False,missed_match,1.495,none,False,missed_match,3.219,none,False,missed_match,1.176,purple cabbage,False,wrong_match,1.095,none,False,missed_match,0.321,none,False,missed_match,1.658,none,False,missed_match,1.154,none,False,missed_match,1.160,none,False,missed_match,1.163,none,False,missed_match,1.440,none,False,missed_match,1.984,steamed whole snow peas,False,wrong_match,1.272,original apple sauce (tree top),False,wrong_match,1.430,steamed whole snow peas,False,wrong_match,0.698,brazil nuts,False,wrong_match,0.297
NHANES_Gemma3_4b,"kefir, lowfat, strawberry, lifeway",none,False,gemma3-4b,1317,none,True,,0.981,none,True,,0.856,none,True,,0.732,none,True,,0.427,none,True,,1.591,none,True,,4.481,none,True,,1.552,none,True,,0.299,whole strawberry,False,false_positive,0.183,none,True,,2.393,none,True,,1.489,none,True,,1.944,none,True,,1.625,none,True,,0.713,whole strawberry,False,false_positive,0.516,none,True,,1.734,yellow banana flesh only,False,false_positive,0.443,original apple sauce (tree top),False,false_positive,0.859,yellow banana flesh only,False,false_positive,1.532,plantain banana (steamed 10 in),False,false_positive,1.014
NHANES_Gemma3_4b,"alcoholic beverage, creme de menthe, 72 proof",none,False,gemma3-4b,1317,none,True,,0.839,cabernet sauvignon wine,False,false_positive,0.334,none,True,,2.655,none,True,,0.788,none,True,,0.993,cabernet sauvignon wine,False,false_positive,3.096,cabernet sauvignon wine,False,false_positive,1.456,none,True,,2.577,cabernet sauvignon wine,False,false_positive,0.527,none,True,,2.603,none,True,,1.821,none,True,,0.582,none,True,,1.153,none,True,,1.292,cabernet sauvignon wine,False,false_positive,1.014,cabernet sauvignon wine,False,false_positive,0.496,none,True,,1.004,none,True,,1.386,budweiser,False,false_positive,0.973,plantain banana (steamed 10 in),False,false_positive,1.303
NHANES_Gemma3_4b,"beverages, water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors",none,False,gemma3-4b,1317,none,True,,4.307,none,True,,0.441,none,True,,0.887,none,True,,1.194,none,True,,2.165,none,True,,0.215,none,True,,1.501,none,True,,1.448,whole blueberry,False,false_positive,0.339,none,True,,2.468,none,True,,1.357,none,True,,0.412,none,True,,1.331,none,True,,0.479,none,True,,3.637,pulp free orange juice,False,false_positive,1.154,steamed green zuchini,False,false_positive,1.657,pulp free orange juice,False,false_positive,1.331,pulp free orange juice,False,false_positive,0.810,plantain banana (steamed 10 in),False,false_positive,1.240
NHANES_Gemma3_4b,"apples, raw, with skin",whole golden del apple w/o seed,True,gemma3-4b,1317,none,False,missed_match,1.297,freeze dried apple rings,False,wrong_match,0.190,none,False,missed_match,0.880,none,False,missed_match,0.201,none,False,missed_match,1.044,none,False,missed_match,1.107,none,False,missed_match,2.178,none,False,missed_match,0.430,freeze dried apple rings,False,wrong_match,0.197,none,False,missed_match,1.381,none,False,missed_match,1.674,none,False,missed_match,1.696,none,False,missed_match,1.323,none,False,missed_match,1.379,freeze dried apple rings,False,wrong_match,0.993,none,False,missed_match,0.897,freeze dried apple rings,False,wrong_match,0.651,freeze dried apple rings,False,wrong_match,1.607,freeze dried apple rings,False,wrong_match,1.423,plantain banana (steamed 10 in),False,wrong_match,2.102
NHANES_Gemma3_4b,"margarine, regular, 80% fat, composite, stick, with salt",none,False,gemma3-4b,1317,none,True,,1.398,none,True,,0.267,none,True,,0.584,none,True,,0.395,none,True,,0.974,none,True,,0.280,none,True,,1.498,none,True,,1.361,none,True,,2.468,none,True,,1.403,none,True,,1.225,none,True,,0.358,none,True,,1.267,none,True,,0.596,none,True,,1.975,none,True,,1.748,none,True,,0.613,none,True,,1.412,unsalted butter,False,false_positive,1.467,plantain banana (steamed 10 in),False,false_positive,1.364
NHANES_Gemma3_4b,"kale, cooked, boiled, drained, without salt",kale,True,gemma3-4b,1317,none,False,missed_match,1.639,none,False,missed_match,0.508,none,False,missed_match,0.786,kale,True,,1.124,none,False,missed_match,1.392,kale,True,,0.373,none,False,missed_match,1.528,none,False,missed_match,2.496,none,False,missed_match,2.176,none,False,missed_match,0.140,none,False,missed_match,1.715,none,False,missed_match,1.329,none,False,missed_match,1.654,none,False,missed_match,1.294,kale,True,,0.489,none,False,missed_match,0.307,kale,True,,1.660,kale,True,,1.929,kale,True,,1.755,brazil nuts,False,wrong_match,1.530
NHANES_Gemma3_4b,"nopales, raw",none,False,gemma3-4b,1317,none,True,,0.365,none,True,,0.210,none,True,,0.520,none,True,,0.619,none,True,,0.585,none,True,,1.978,none,True,,1.557,none,True,,1.341,none,True,,1.434,none,True,,1.173,none,True,,1.675,none,True,,1.286,none,True,,1.132,none,True,,0.517,none,True,,0.872,none,True,,1.759,original apple sauce (tree top),False,false_positive,1.269,none,True,,0.893,yellow banana flesh only,False,false_positive,1.702,plantain banana (steamed 10 in),False,false_positive,2.103
