experiment,source_item,expected_match,has_match,model,sample_size,S11_predicted,S11_correct,S11_error_type,S11_response_time,S05_predicted,S05_correct,S05_error_type,S05_response_time,S18_predicted,S18_correct,S18_error_type,S18_response_time,S15_predicted,S15_correct,S15_error_type,S15_response_time,S20_predicted,S20_correct,S20_error_type,S20_response_time,S12_predicted,S12_correct,S12_error_type,S12_response_time,S14_predicted,S14_correct,S14_error_type,S14_response_time,S19_predicted,S19_correct,S19_error_type,S19_response_time,S16_predicted,S16_correct,S16_error_type,S16_response_time,S13_predicted,S13_correct,S13_error_type,S13_response_time,S17_predicted,S17_correct,S17_error_type,S17_response_time,S09_predicted,S09_correct,S09_error_type,S09_response_time,S10_predicted,S10_correct,S10_error_type,S10_response_time,S01_predicted,S01_correct,S01_error_type,S01_response_time,S07_predicted,S07_correct,S07_error_type,S07_response_time,S04_predicted,S04_correct,S04_error_type,S04_response_time,S08_predicted,S08_correct,S08_error_type,S08_response_time,S06_predicted,S06_correct,S06_error_type,S06_response_time,S03_predicted,S03_correct,S03_error_type,S03_response_time,S02_predicted,S02_correct,S02_error_type,S02_response_time
NHANES_Gemma3_27b,"nuts, pistachio nuts, dry roasted, without salt added",pistachio (fiddyment farm),True,gemma3-27b,1317,none,False,missed_match,7.051,pistachio (fiddyment farm),True,,9.942,pistachio (fiddyment farm),True,,11.791,pistachio (fiddyment farm),True,,6.352,pistachio (fiddyment farm),True,,11.895,none,False,missed_match,11.852,none,False,missed_match,7.532,none,False,missed_match,6.436,none,False,missed_match,8.897,pistachio (fiddyment farm),True,,10.324,pistachio (fiddyment farm),True,,9.854,pistachio (fiddyment farm),True,,12.330,pistachio (fiddyment farm),True,,10.379,pistachio (fiddyment farm),True,,4.409,pistachio (fiddyment farm),True,,7.113,peanuts,False,wrong_match,9.961,pistachio (fiddyment farm),True,,6.673,pistachio (fiddyment farm),True,,5.419,peanuts,False,wrong_match,5.911,pistachio (fiddyment farm),True,,9.796
NHANES_Gemma3_27b,"beverages, coffee, ready to drink, milk based, sweetened",none,False,gemma3-27b,1317,none,True,,19.657,none,True,,5.283,none,True,,12.640,none,True,,20.227,brewed coffee,False,false_positive,11.583,none,True,,28.939,none,True,,15.702,brewed coffee,False,false_positive,3.486,none,True,,4.559,none,True,,22.633,lowfat chocolate milk,False,false_positive,8.221,brewed coffee,False,false_positive,9.077,half and half,False,false_positive,10.587,brewed coffee,False,false_positive,7.392,coconut milk,False,false_positive,7.768,brewed coffee,False,false_positive,7.808,half and half,False,false_positive,9.959,whole milk,False,false_positive,8.599,brewed coffee,False,false_positive,7.483,brewed coffee,False,false_positive,7.166
NHANES_Gemma3_27b,"alcoholic beverage, wine, table, white",none,False,gemma3-27b,1317,none,True,,2.900,none,True,,8.847,none,True,,12.082,none,True,,7.803,cabernet sauvignon wine,False,false_positive,13.143,none,True,,13.509,none,True,,15.290,cabernet sauvignon wine,False,false_positive,9.136,cabernet sauvignon wine,False,false_positive,13.023,cabernet sauvignon wine,False,false_positive,2.779,cabernet sauvignon wine,False,false_positive,1.269,cabernet sauvignon wine,False,false_positive,8.164,cabernet sauvignon wine,False,false_positive,10.202,cabernet sauvignon wine,False,false_positive,5.828,cabernet sauvignon wine,False,false_positive,7.021,cabernet sauvignon wine,False,false_positive,4.262,cabernet sauvignon wine,False,false_positive,10.478,cabernet sauvignon wine,False,false_positive,10.955,cabernet sauvignon wine,False,false_positive,5.442,cabernet sauvignon wine,False,false_positive,12.036
NHANES_Gemma3_27b,"radishes, raw",none,False,gemma3-27b,1317,none,True,,1.786,none,True,,8.849,none,True,,8.905,none,True,,1.309,none,True,,5.279,none,True,,7.030,none,True,,3.496,none,True,,9.008,none,True,,7.955,none,True,,3.933,none,True,,4.465,none,True,,5.318,none,True,,4.749,none,True,,4.931,none,True,,8.590,steamed whole carrots,False,false_positive,5.913,steamed celery stalk,False,false_positive,6.246,steamed whole carrots,False,false_positive,5.914,steamed whole carrots,False,false_positive,9.459,whole apricot,False,false_positive,3.970
NHANES_Gemma3_27b,"tomatoes, red, ripe, cooked",muir's diced tomatoes,True,gemma3-27b,1317,none,False,missed_match,16.765,muir's diced tomatoes,True,,1.148,none,False,missed_match,16.750,none,False,missed_match,19.169,hunt's tomato paste,False,wrong_match,10.693,none,False,missed_match,17.782,none,False,missed_match,26.764,muir's diced tomatoes,True,,7.731,muir's diced tomatoes,True,,13.452,none,False,missed_match,7.408,muir's diced tomatoes,True,,10.008,muir's diced tomatoes,True,,6.419,muir's diced tomatoes,True,,4.316,none,False,missed_match,18.111,muir's diced tomatoes,True,,11.350,muir's diced tomatoes,True,,6.503,muir's diced tomatoes,True,,11.004,none,False,missed_match,12.439,hunt's tomato paste,False,wrong_match,6.965,muir's diced tomatoes,True,,3.820
NHANES_Gemma3_27b,"beverages, coconut water, ready-to-drink, unsweetened",none,False,gemma3-27b,1317,none,True,,14.656,none,True,,8.398,none,True,,9.355,none,True,,6.803,none,True,,3.056,coconut milk,False,false_positive,2.082,none,True,,3.525,none,True,,3.251,none,True,,3.844,none,True,,1.049,coconut milk,False,false_positive,6.459,dried coconut strips,False,false_positive,6.060,coconut milk,False,false_positive,7.220,coconut milk,False,false_positive,6.576,coconut milk,False,false_positive,6.084,dried coconut strips,False,false_positive,4.398,pulp free orange juice,False,false_positive,8.493,pulp free orange juice,False,false_positive,8.324,coconut milk,False,false_positive,9.991,coconut milk,False,false_positive,3.369
NHANES_Gemma3_27b,"oil, industrial, soy, fully hydrogenated",none,False,gemma3-27b,1317,none,True,,2.809,dried apricots,False,false_positive,8.848,soy flour,False,false_positive,6.053,none,True,,8.680,soy flour,False,false_positive,6.611,none,True,,6.816,soy flour,False,false_positive,6.229,soy flour,False,false_positive,2.016,soy flour,False,false_positive,4.783,soy flour,False,false_positive,3.737,soy flour,False,false_positive,6.258,soy flour,False,false_positive,4.284,soy flour,False,false_positive,3.579,soy flour,False,false_positive,6.080,soy flour,False,false_positive,10.808,soy flour,False,false_positive,5.999,soy flour,False,false_positive,9.273,soy flour,False,false_positive,4.393,soy flour,False,false_positive,9.172,soy flour,False,false_positive,4.427
NHANES_Gemma3_27b,"beverages, coffee, brewed, espresso, restaurant-prepared",brewed coffee,True,gemma3-27b,1317,brewed coffee,True,,5.903,brewed coffee,True,,14.376,brewed coffee,True,,4.992,brewed coffee,True,,4.002,brewed coffee,True,,6.251,brewed coffee,True,,2.919,brewed coffee,True,,5.090,brewed coffee,True,,5.139,brewed coffee,True,,0.804,brewed coffee,True,,5.167,brewed coffee,True,,6.916,brewed coffee,True,,3.834,brewed coffee,True,,5.066,brewed coffee,True,,7.052,brewed coffee,True,,10.486,brewed coffee,True,,8.208,brewed coffee,True,,9.118,brewed coffee,True,,9.997,brewed coffee,True,,7.149,brewed coffee,True,,6.236
NHANES_Gemma3_27b,"corn, sweet, yellow, canned, whole kernel, drained solids",frozen golden corn kernels (siganture select),True,gemma3-27b,1317,none,False,missed_match,10.855,frozen golden corn kernels (siganture select),True,,14.652,none,False,missed_match,6.403,none,False,missed_match,9.109,frozen golden corn kernels (siganture select),True,,12.274,none,False,missed_match,3.151,none,False,missed_match,12.808,none,False,missed_match,4.095,none,False,missed_match,6.982,none,False,missed_match,4.847,frozen golden corn kernels (siganture select),True,,13.932,frozen golden corn kernels (siganture select),True,,5.964,frozen golden corn kernels (siganture select),True,,11.268,frozen golden corn kernels (siganture select),True,,7.881,frozen golden corn kernels (siganture select),True,,10.475,frozen golden corn kernels (siganture select),True,,6.941,frozen golden corn kernels (siganture select),True,,13.688,frozen golden corn kernels (siganture select),True,,5.360,frozen golden corn kernels (siganture select),True,,8.669,frozen golden corn kernels (siganture select),True,,10.482
NHANES_Gemma3_27b,"pasta, cooked, enriched, without added salt",spaghetti,True,gemma3-27b,1317,spaghetti,True,,5.291,whole wheat spaghetti,False,wrong_match,13.683,whole wheat spaghetti,False,wrong_match,2.194,whole wheat spaghetti,False,wrong_match,4.724,whole wheat spaghetti,False,wrong_match,6.152,spaghetti,True,,1.477,none,False,missed_match,15.475,spaghetti,True,,5.840,none,False,missed_match,6.406,spaghetti,True,,5.924,whole wheat spaghetti,False,wrong_match,7.100,whole wheat spaghetti,False,wrong_match,4.855,whole wheat spaghetti,False,wrong_match,5.491,whole wheat spaghetti,False,wrong_match,13.149,whole wheat spaghetti,False,wrong_match,3.969,whole wheat spaghetti,False,wrong_match,5.107,whole wheat spaghetti,False,wrong_match,7.489,whole wheat spaghetti,False,wrong_match,10.772,whole wheat spaghetti,False,wrong_match,7.157,whole wheat spaghetti,False,wrong_match,5.396
NHANES_Gemma3_27b,"syrups, maple",maple syrup,True,gemma3-27b,1317,maple syrup,True,,0.854,maple syrup,True,,11.116,maple syrup,True,,3.814,maple syrup,True,,7.530,maple syrup,True,,6.843,maple syrup,True,,10.596,maple syrup,True,,6.588,maple syrup,True,,6.659,maple syrup,True,,6.458,maple syrup,True,,4.233,maple syrup,True,,2.173,maple syrup,True,,3.428,maple syrup,True,,10.441,maple syrup,True,,5.561,honey,False,wrong_match,6.620,maple syrup,True,,1.569,honey,False,wrong_match,11.461,honey,False,wrong_match,7.310,honey,False,wrong_match,7.821,honey,False,wrong_match,2.458
NHANES_Gemma3_27b,"beans, snap, green, canned, no salt added, drained solids",steamed green beans,True,gemma3-27b,1317,none,False,missed_match,14.527,canned black beans (s&w),False,wrong_match,9.098,canned black beans (s&w),False,wrong_match,9.695,canned black beans (s&w),False,wrong_match,9.267,canned kidney beans,False,wrong_match,6.427,canned black beans (s&w),False,wrong_match,8.215,none,False,missed_match,11.063,none,False,missed_match,3.311,none,False,missed_match,4.172,canned black beans (s&w),False,wrong_match,15.704,canned kidney beans,False,wrong_match,5.304,canned black beans (s&w),False,wrong_match,11.914,canned black beans (s&w),False,wrong_match,8.824,canned black beans (s&w),False,wrong_match,2.005,canned black beans (s&w),False,wrong_match,9.245,canned black beans (s&w),False,wrong_match,11.346,canned black beans (s&w),False,wrong_match,11.174,canned black beans (s&w),False,wrong_match,11.149,canned black beans (s&w),False,wrong_match,9.738,steamed whole snow peas,False,wrong_match,5.832
NHANES_Gemma3_27b,"fish, trout, rainbow, farmed, raw",none,False,gemma3-27b,1317,none,True,,13.590,none,True,,2.588,plant based fish fillet,False,false_positive,3.423,plant based fish fillet,False,false_positive,9.260,plant based fish fillet,False,false_positive,9.294,plant based fish fillet,False,false_positive,4.190,none,True,,5.504,plant based fish fillet,False,false_positive,9.375,none,True,,8.240,plant based fish fillet,False,false_positive,3.837,plant based fish fillet,False,false_positive,6.466,plant based fish fillet,False,false_positive,4.659,albacore white tuna,False,false_positive,9.281,albacore white tuna,False,false_positive,11.262,albacore white tuna,False,false_positive,6.634,albacore white tuna,False,false_positive,5.348,shrimp,False,false_positive,6.064,shrimp,False,false_positive,9.270,albacore white tuna,False,false_positive,10.126,albacore white tuna,False,false_positive,6.794
NHANES_Gemma3_27b,"pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",ground pork,True,gemma3-27b,1317,ground pork,True,,9.906,none,False,missed_match,10.763,ground pork,True,,5.816,ground pork,True,,2.657,ground pork,True,,6.211,ground pork,True,,3.419,ground pork,True,,6.864,ground pork,True,,9.357,none,False,missed_match,3.263,ground pork,True,,2.552,ground pork,True,,5.691,ground pork,True,,8.384,ground pork,True,,8.904,ground pork,True,,2.588,ground pork,True,,10.453,ground pork,True,,1.562,ground pork,True,,10.665,ground pork,True,,8.107,ground pork,True,,4.663,ground pork,True,,7.417
NHANES_Gemma3_27b,"fennel, bulb, raw",none,False,gemma3-27b,1317,none,True,,0.449,none,True,,1.020,none,True,,1.171,none,True,,4.730,none,True,,3.384,none,True,,7.433,none,True,,0.923,none,True,,3.484,none,True,,4.684,none,True,,3.371,none,True,,6.480,whole snow peas,False,false_positive,11.515,none,True,,10.459,garlic,False,false_positive,2.617,garlic,False,false_positive,0.944,garlic,False,false_positive,5.600,steamed celery stalk,False,false_positive,3.945,eggplant,False,false_positive,10.577,garlic,False,false_positive,11.535,garlic,False,false_positive,12.161
NHANES_Gemma3_27b,"beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",beef round tip steak,True,gemma3-27b,1317,none,False,missed_match,3.770,none,False,missed_match,10.950,none,False,missed_match,3.341,ground pork,False,wrong_match,4.110,ground turkey,False,wrong_match,7.411,none,False,missed_match,9.171,none,False,missed_match,2.977,ground pork,False,wrong_match,8.900,none,False,missed_match,6.991,none,False,missed_match,6.382,ground pork,False,wrong_match,4.956,ground pork,False,wrong_match,9.122,ground pork,False,wrong_match,8.045,ground pork,False,wrong_match,2.486,plant based bacon strip,False,wrong_match,8.704,ground pork,False,wrong_match,5.277,ground pork,False,wrong_match,12.653,ground pork,False,wrong_match,1.149,ground pork,False,wrong_match,3.470,ground pork,False,wrong_match,12.765
NHANES_Gemma3_27b,"shortening, vegetable, household, composite",none,False,gemma3-27b,1317,none,True,,5.999,none,True,,3.053,none,True,,11.422,none,True,,30.004,none,True,,3.418,none,True,,2.314,none,True,,4.276,none,True,,9.182,none,True,,1.053,vegetable chips,False,false_positive,3.479,none,True,,7.351,plantain banana (steamed 10 in),False,false_positive,6.799,plantain banana (steamed 10 in),False,false_positive,4.135,vegetable chips,False,false_positive,5.478,unsalted butter,False,false_positive,14.215,tahini spread (365 whole foods market),False,false_positive,17.397,frozen golden corn kernels (siganture select),False,false_positive,9.292,steamed whole carrots,False,false_positive,10.448,whole snow peas,False,false_positive,10.065,chunky vegetable soup,False,false_positive,6.823
NHANES_Gemma3_27b,"beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",none,False,gemma3-27b,1317,pomegranate w/ seeds,False,false_positive,4.509,none,True,,9.596,none,True,,2.625,none,True,,5.859,none,True,,6.145,pomegranate w/ seeds,False,false_positive,1.675,none,True,,18.266,none,True,,11.808,none,True,,4.034,none,True,,10.128,none,True,,1.844,plantain banana (steamed 10 in),False,false_positive,2.662,deep red grapefruit,False,false_positive,1.078,pulp free orange juice,False,false_positive,2.775,sprite,False,false_positive,8.280,black tea,False,false_positive,7.365,sprite,False,false_positive,10.247,pulp free orange juice,False,false_positive,12.302,sprite,False,false_positive,7.287,sprite,False,false_positive,8.440
NHANES_Gemma3_27b,"cherries, sweet, canned, juice pack, solids and liquids",whole sweet cherry,True,gemma3-27b,1317,whole sweet cherry,True,,4.688,whole sweet cherry,True,,10.086,whole sweet cherry,True,,1.538,whole sweet cherry,True,,0.821,whole sweet cherry,True,,3.129,whole sweet cherry,True,,0.816,whole sweet cherry,True,,4.248,whole sweet cherry,True,,10.512,none,False,missed_match,7.097,whole sweet cherry,True,,10.215,whole sweet cherry,True,,6.427,whole sweet cherry,True,,3.624,whole sweet cherry,True,,1.942,whole sweet cherry,True,,4.750,whole sweet cherry,True,,6.399,whole sweet cherry,True,,4.916,whole sweet cherry,True,,4.890,whole sweet cherry,True,,11.747,whole sweet cherry,True,,5.718,whole sweet cherry,True,,12.944
NHANES_Gemma3_27b,"cream substitute, powdered",none,False,gemma3-27b,1317,none,True,,1.715,none,True,,11.525,none,True,,2.860,protein powder,False,false_positive,1.082,none,True,,7.535,none,True,,3.410,none,True,,3.188,none,True,,3.567,none,True,,9.858,none,True,,3.544,protein powder,False,false_positive,3.260,none,True,,8.109,coconut milk,False,false_positive,1.604,coconut milk,False,false_positive,5.324,protein powder,False,false_positive,2.244,coconut milk,False,false_positive,7.584,coconut milk,False,false_positive,11.884,coconut milk,False,false_positive,12.500,coconut milk,False,false_positive,8.810,coconut milk,False,false_positive,8.925
