experiment,source_item,expected_match,has_match,model,sample_size,S05_predicted,S05_correct,S05_error_type,S05_response_time,S11_predicted,S11_correct,S11_error_type,S11_response_time,S18_predicted,S18_correct,S18_error_type,S18_response_time,S15_predicted,S15_correct,S15_error_type,S15_response_time,S20_predicted,S20_correct,S20_error_type,S20_response_time,S12_predicted,S12_correct,S12_error_type,S12_response_time,S19_predicted,S19_correct,S19_error_type,S19_response_time,S13_predicted,S13_correct,S13_error_type,S13_response_time,S14_predicted,S14_correct,S14_error_type,S14_response_time,S16_predicted,S16_correct,S16_error_type,S16_response_time,S17_predicted,S17_correct,S17_error_type,S17_response_time,S08_predicted,S08_correct,S08_error_type,S08_response_time,S09_predicted,S09_correct,S09_error_type,S09_response_time,S10_predicted,S10_correct,S10_error_type,S10_response_time,S01_predicted,S01_correct,S01_error_type,S01_response_time,S07_predicted,S07_correct,S07_error_type,S07_response_time,S02_predicted,S02_correct,S02_error_type,S02_response_time,S06_predicted,S06_correct,S06_error_type,S06_response_time,S03_predicted,S03_correct,S03_error_type,S03_response_time,S04_predicted,S04_correct,S04_error_type,S04_response_time
NHANES_Gemma3_12b,"brussels sprouts, frozen, cooked, boiled, drained, without salt",steamed whole brussel sprouts,True,gemma3-12b,1317,none,False,missed_match,4.731,none,False,missed_match,0.869,none,False,missed_match,0.985,none,False,missed_match,4.826,steamed whole brussel sprouts,True,,8.095,none,False,missed_match,1.427,none,False,missed_match,1.167,none,False,missed_match,0.728,none,False,missed_match,0.919,none,False,missed_match,5.816,steamed whole brussel sprouts,True,,0.807,frozen whole sweet green peas (flav r pac),False,wrong_match,6.405,none,False,missed_match,0.606,frozen whole sweet green peas (flav r pac),False,wrong_match,2.103,steamed whole brussel sprouts,True,,0.807,steamed whole brussel sprouts,True,,1.410,steamed whole brussel sprouts,True,,7.945,steamed whole brussel sprouts,True,,4.325,frozen whole baby asparagus,False,wrong_match,2.750,sourdough bread,False,wrong_match,3.697
NHANES_Gemma3_12b,"collards, cooked, boiled, drained, without salt",steamed collard greens leaves and stalk,True,gemma3-12b,1317,none,False,missed_match,5.218,none,False,missed_match,0.804,none,False,missed_match,0.278,steamed collard greens leaves and stalk,True,,1.657,none,False,missed_match,4.254,none,False,missed_match,1.526,none,False,missed_match,0.983,none,False,missed_match,2.410,none,False,missed_match,0.828,none,False,missed_match,2.144,steamed collard greens leaves and stalk,True,,0.693,seedless watermelon,False,wrong_match,6.555,none,False,missed_match,2.148,frozen whole sweet green peas (flav r pac),False,wrong_match,0.694,white bread,False,wrong_match,0.723,steamed collard greens leaves and stalk,True,,5.293,steamed collard greens leaves and stalk,True,,7.351,steamed collard greens leaves and stalk,True,,5.363,white bread,False,wrong_match,5.225,unsalted butter,False,wrong_match,7.686
NHANES_Gemma3_12b,"cabbage, japanese style, fresh, pickled",purple cabbage,True,gemma3-12b,1317,purple cabbage,True,,1.375,purple cabbage,True,,2.508,none,False,missed_match,1.217,purple cabbage,True,,1.046,none,False,missed_match,3.748,none,False,missed_match,1.524,none,False,missed_match,5.027,none,False,missed_match,2.935,none,False,missed_match,1.175,none,False,missed_match,2.772,purple cabbage,True,,4.613,purple cabbage,True,,3.260,none,False,missed_match,3.234,purple cabbage,True,,0.335,purple cabbage,True,,10.803,purple cabbage,True,,4.839,purple cabbage,True,,8.568,purple cabbage,True,,5.580,purple cabbage,True,,5.991,purple cabbage,True,,3.194
NHANES_Gemma3_12b,"beverages, unilever, slimfast shake mix, high protein, whey powder, 3-2-1 plan,",none,False,gemma3-12b,1317,none,True,,4.864,none,True,,4.640,protein powder,False,false_positive,1.471,protein powder,False,false_positive,1.792,protein powder,False,false_positive,2.419,none,True,,1.803,none,True,,3.162,none,True,,4.196,none,True,,0.831,none,True,,1.967,protein powder,False,false_positive,0.948,protein powder,False,false_positive,5.622,none,True,,3.405,protein powder,False,false_positive,3.411,budweiser,False,false_positive,5.005,protein powder,False,false_positive,5.385,protein powder,False,false_positive,7.397,protein powder,False,false_positive,3.995,protein powder,False,false_positive,0.889,protein powder,False,false_positive,4.562
NHANES_Gemma3_12b,"margarine-like, vegetable oil spread, 60% fat, tub, with salt",none,False,gemma3-12b,1317,none,True,,0.953,none,True,,0.518,none,True,,3.689,none,True,,1.685,none,True,,0.818,none,True,,1.241,none,True,,2.258,none,True,,2.618,none,True,,2.952,none,True,,3.010,none,True,,1.802,unsalted butter,False,false_positive,1.345,unsalted butter,False,false_positive,2.507,unsalted butter,False,false_positive,5.477,unsalted butter,False,false_positive,9.807,unsalted butter,False,false_positive,4.841,unsalted butter,False,false_positive,0.789,unsalted butter,False,false_positive,3.995,unsalted butter,False,false_positive,1.511,dried coconut chips,False,false_positive,1.501
NHANES_Gemma3_12b,"cream substitute, flavored, liquid",none,False,gemma3-12b,1317,none,True,,4.072,none,True,,2.357,none,True,,0.694,coconut milk,False,false_positive,1.528,sour cream,False,false_positive,2.167,none,True,,1.198,none,True,,1.529,none,True,,2.740,none,True,,1.398,none,True,,0.704,coconut milk,False,false_positive,4.100,coconut milk,False,false_positive,5.860,coconut milk,False,false_positive,0.316,coconut milk,False,false_positive,0.575,coconut milk,False,false_positive,4.150,coconut milk,False,false_positive,3.534,coconut milk,False,false_positive,6.770,coconut milk,False,false_positive,3.694,coconut milk,False,false_positive,0.373,coconut milk,False,false_positive,2.192
NHANES_Gemma3_12b,"beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",beef round tip steak,True,gemma3-12b,1317,none,False,missed_match,4.071,none,False,missed_match,2.381,none,False,missed_match,1.175,none,False,missed_match,0.760,none,False,missed_match,0.277,none,False,missed_match,5.807,none,False,missed_match,2.498,none,False,missed_match,1.033,none,False,missed_match,0.530,none,False,missed_match,1.818,none,False,missed_match,1.572,none,False,missed_match,1.958,none,False,missed_match,3.674,beef round tip steak,True,,3.577,steamed iceberg lettuce,False,wrong_match,2.283,steamed iceberg lettuce,False,wrong_match,4.333,none,False,missed_match,0.986,none,False,missed_match,2.285,steamed iceberg lettuce,False,wrong_match,3.073,all purpose flour,False,wrong_match,3.625
NHANES_Gemma3_12b,"beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",none,False,gemma3-12b,1317,none,True,,4.764,chocolate,False,false_positive,1.230,chocolate,False,false_positive,3.840,chocolate,False,false_positive,1.126,chocolate,False,false_positive,1.657,none,True,,2.427,none,True,,3.396,chocolate,False,false_positive,0.233,chocolate,False,false_positive,0.965,chocolate,False,false_positive,2.233,chocolate,False,false_positive,2.722,chocolate,False,false_positive,7.233,none,True,,6.214,chocolate,False,false_positive,6.921,chocolate,False,false_positive,3.108,chocolate,False,false_positive,7.028,chocolate,False,false_positive,8.144,chocolate,False,false_positive,4.849,chocolate,False,false_positive,10.065,chocolate,False,false_positive,1.142
NHANES_Gemma3_12b,"chicken, broiler, rotisserie, bbq, thigh, meat only",chicken breast,True,gemma3-12b,1317,none,False,missed_match,0.284,none,False,missed_match,10.064,none,False,missed_match,3.258,none,False,missed_match,7.834,chicken breast,True,,2.636,none,False,missed_match,1.873,none,False,missed_match,1.295,none,False,missed_match,10.394,none,False,missed_match,1.438,none,False,missed_match,2.232,none,False,missed_match,1.861,none,False,missed_match,1.352,none,False,missed_match,1.434,golden del apple flesh only,False,wrong_match,2.929,flour tortilla,False,wrong_match,0.861,flour tortilla,False,wrong_match,5.852,flour tortilla,False,wrong_match,0.915,flour tortilla,False,wrong_match,3.402,original apple sauce (tree top),False,wrong_match,8.999,yellow banana flesh only,False,wrong_match,4.084
NHANES_Gemma3_12b,"fennel, bulb, raw",none,False,gemma3-12b,1317,none,True,,4.957,none,True,,4.177,none,True,,1.093,none,True,,0.564,none,True,,0.881,none,True,,1.577,none,True,,5.262,none,True,,7.864,none,True,,2.907,none,True,,0.595,none,True,,1.577,none,True,,1.384,garlic,False,false_positive,4.483,steamed celery stalk,False,false_positive,2.558,steamed celery stalk,False,false_positive,9.782,steamed celery stalk,False,false_positive,6.139,steamed celery stalk,False,false_positive,1.403,none,True,,2.600,brown egg yolk,False,false_positive,0.787,yellow banana flesh only,False,false_positive,7.954
NHANES_Gemma3_12b,"sugars, granulated",table sugar,True,gemma3-12b,1317,none,False,missed_match,0.339,none,False,missed_match,1.780,none,False,missed_match,1.265,table sugar,True,,2.457,table sugar,True,,1.592,none,False,missed_match,2.932,table sugar,True,,1.192,none,False,missed_match,1.675,none,False,missed_match,3.305,none,False,missed_match,2.552,table sugar,True,,1.683,none,False,missed_match,2.454,none,False,missed_match,3.897,honey,False,wrong_match,3.536,none,False,missed_match,1.491,table sugar,True,,6.401,onion,False,wrong_match,8.137,honey,False,wrong_match,2.852,table sugar,True,,0.851,table sugar,True,,2.037
NHANES_Gemma3_12b,"beverages, the coca-cola company, minute maid, lemonade",none,False,gemma3-12b,1317,none,True,,2.867,none,True,,10.170,coca cola,False,false_positive,3.181,coca cola,False,false_positive,3.131,coca cola,False,false_positive,5.178,coca cola,False,false_positive,0.486,none,True,,3.768,none,True,,1.702,coca cola,False,false_positive,3.251,coca cola,False,false_positive,4.391,coca cola,False,false_positive,0.351,coca cola,False,false_positive,5.053,coca cola,False,false_positive,5.146,coca cola,False,false_positive,2.797,coca cola,False,false_positive,9.781,coca cola,False,false_positive,3.716,coca cola,False,false_positive,1.616,coca cola,False,false_positive,3.358,none,True,,1.743,coca cola,False,false_positive,8.104
NHANES_Gemma3_12b,"fish, salmon, chinook, smoked",none,False,gemma3-12b,1317,none,True,,4.253,none,True,,1.308,none,True,,1.357,none,True,,0.931,albacore white tuna,False,false_positive,0.554,none,True,,3.712,none,True,,2.993,none,True,,0.209,none,True,,1.740,none,True,,1.159,plant based fish fillet,False,false_positive,4.147,albacore white tuna,False,false_positive,2.605,albacore white tuna,False,false_positive,4.997,albacore white tuna,False,false_positive,3.455,albacore white tuna,False,false_positive,10.570,plant based fish fillet,False,false_positive,3.109,albacore white tuna,False,false_positive,8.604,jalapeno,False,false_positive,4.147,albacore white tuna,False,false_positive,2.274,yellow banana flesh only,False,false_positive,4.083
NHANES_Gemma3_12b,"lemon juice from concentrate, canned or bottled",none,False,gemma3-12b,1317,none,True,,5.359,none,True,,1.638,none,True,,1.688,none,True,,0.890,none,True,,1.021,none,True,,0.756,none,True,,2.946,none,True,,0.544,none,True,,0.556,none,True,,2.546,pulp free orange juice,False,false_positive,5.052,none,True,,5.522,none,True,,3.745,pulp free orange juice,False,false_positive,2.539,none,True,,1.011,pulp free orange juice,False,false_positive,0.585,lime juice,False,false_positive,1.394,lime juice,False,false_positive,4.045,canned black beans (s&w),False,false_positive,2.393,yellow banana flesh only,False,false_positive,4.081
NHANES_Gemma3_12b,"mushrooms, shiitake, cooked, without salt",steamed whole shiitake mushrooms,True,gemma3-12b,1317,steamed whole shiitake mushrooms,True,,1.352,steamed whole shiitake mushrooms,True,,1.056,steamed whole shiitake mushrooms,True,,5.135,steamed whole shiitake mushrooms,True,,4.941,steamed whole shiitake mushrooms,True,,5.163,steamed whole shiitake mushrooms,True,,1.177,none,False,missed_match,2.426,steamed whole shiitake mushrooms,True,,5.507,none,False,missed_match,3.094,steamed whole shiitake mushrooms,True,,3.162,steamed whole shiitake mushrooms,True,,1.301,steamed whole shiitake mushrooms,True,,7.087,steamed whole shiitake mushrooms,True,,2.160,steamed whole shiitake mushrooms,True,,2.523,steamed whole shiitake mushrooms,True,,1.016,steamed whole shiitake mushrooms,True,,0.885,steamed whole shiitake mushrooms,True,,2.057,steamed whole shiitake mushrooms,True,,3.791,steamed whole shiitake mushrooms,True,,10.534,steamed whole shiitake mushrooms,True,,0.797
NHANES_Gemma3_12b,"alcoholic beverage, distilled, rum, 80 proof",none,False,gemma3-12b,1317,none,True,,3.336,none,True,,0.559,none,True,,2.108,budweiser,False,false_positive,2.529,none,True,,1.569,none,True,,1.711,none,True,,2.051,none,True,,1.159,none,True,,1.685,none,True,,2.358,none,True,,1.734,none,True,,3.996,budweiser,False,false_positive,5.590,budweiser,False,false_positive,3.406,budweiser,False,false_positive,5.220,budweiser,False,false_positive,2.703,budweiser,False,false_positive,1.346,budweiser,False,false_positive,2.421,none,True,,1.451,steamed curely mustard greens,False,false_positive,3.556
NHANES_Gemma3_12b,"pork, fresh, ground, cooked",ground pork,True,gemma3-12b,1317,none,False,missed_match,5.737,ground pork,True,,1.972,ground pork,True,,2.805,ground pork,True,,1.679,ground pork,True,,1.920,ground pork,True,,1.878,ground pork,True,,4.712,ground pork,True,,1.638,ground pork,True,,2.444,none,False,missed_match,0.303,ground pork,True,,2.665,honeydew melon,False,wrong_match,5.687,honeydew melon,False,wrong_match,6.409,honeydew melon,False,wrong_match,5.219,honeydew melon,False,wrong_match,4.808,ground pork,True,,3.767,honeydew melon,False,wrong_match,5.318,honeydew melon,False,wrong_match,3.340,pixie tangerine,False,wrong_match,4.151,honeydew melon,False,wrong_match,3.987
NHANES_Gemma3_12b,"turkey, all classes, leg, meat and skin, cooked, roasted",ground turkey,True,gemma3-12b,1317,none,False,missed_match,1.814,ground turkey,True,,3.200,ground turkey,True,,0.800,ground turkey,True,,2.509,ground turkey,True,,0.432,none,False,missed_match,0.302,none,False,missed_match,2.792,none,False,missed_match,4.225,none,False,missed_match,3.949,none,False,missed_match,12.197,ground turkey,True,,2.224,spaghetti,False,wrong_match,5.637,none,False,missed_match,3.258,spaghetti,False,wrong_match,3.896,spaghetti,False,wrong_match,9.271,spaghetti,False,wrong_match,3.066,spaghetti,False,wrong_match,6.065,spaghetti,False,wrong_match,4.750,spaghetti,False,wrong_match,3.984,hot cereal whole grain creamy buckwheat,False,wrong_match,1.259
NHANES_Gemma3_12b,"canadian bacon, cooked, pan-fried",ground pork,True,gemma3-12b,1317,none,False,missed_match,4.713,none,False,missed_match,1.509,none,False,missed_match,3.689,plant based bacon strip,False,wrong_match,2.428,none,False,missed_match,1.543,none,False,missed_match,2.236,none,False,missed_match,10.452,none,False,missed_match,2.476,none,False,missed_match,2.233,none,False,missed_match,3.283,plant based bacon strip,False,wrong_match,4.811,none,False,missed_match,5.686,none,False,missed_match,0.995,plant based bacon strip,False,wrong_match,1.031,plant based bacon strip,False,wrong_match,5.586,plant based bacon strip,False,wrong_match,4.129,plant based bacon strip,False,wrong_match,3.210,plant based bacon strip,False,wrong_match,3.065,white bread,False,wrong_match,2.955,granola,False,wrong_match,4.428
NHANES_Gemma3_12b,"veal, leg (top round), separable lean and fat, cooked, braised",none,False,gemma3-12b,1317,none,True,,1.801,none,True,,1.947,none,True,,2.353,none,True,,3.182,none,True,,1.480,none,True,,6.356,none,True,,2.735,none,True,,1.350,none,True,,1.658,none,True,,3.280,none,True,,0.237,none,True,,1.703,none,True,,5.492,beef round tip steak,False,false_positive,4.678,none,True,,2.855,honeydew melon,False,false_positive,3.272,honeydew melon,False,false_positive,3.148,honeydew melon,False,false_positive,4.069,brown egg yolk,False,false_positive,3.140,yellow banana flesh only,False,false_positive,3.591
NHANES_Gemma3_12b,"fish, pollock, raw",none,False,gemma3-12b,1317,none,True,,1.208,none,True,,2.896,none,True,,4.050,plant based fish fillet,False,false_positive,3.469,none,True,,1.832,none,True,,1.350,none,True,,0.570,none,True,,1.444,none,True,,1.992,none,True,,3.190,plant based fish fillet,False,false_positive,3.824,none,True,,2.483,none,True,,3.229,albacore white tuna,False,false_positive,3.640,albacore white tuna,False,false_positive,4.501,plant based fish fillet,False,false_positive,4.189,jalapeno,False,false_positive,5.548,plant based fish fillet,False,false_positive,4.791,albacore white tuna,False,false_positive,3.704,yellow banana flesh only,False,false_positive,0.774
NHANES_Gemma3_12b,"beverages, tea, instant, decaffeinated, unsweetened",black tea,True,gemma3-12b,1317,none,False,missed_match,1.386,brewed coffee,False,wrong_match,1.909,none,False,missed_match,2.824,none,False,missed_match,1.775,none,False,missed_match,1.458,none,False,missed_match,0.231,none,False,missed_match,3.320,none,False,missed_match,3.974,none,False,missed_match,1.048,none,False,missed_match,3.281,none,False,missed_match,1.535,none,False,missed_match,1.982,none,False,missed_match,4.394,none,False,missed_match,2.967,brewed coffee,False,wrong_match,3.693,brewed coffee,False,wrong_match,4.012,brewed coffee,False,wrong_match,4.878,brewed coffee,False,wrong_match,2.057,none,False,missed_match,2.771,none,False,missed_match,2.522
NHANES_Gemma3_12b,"beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",beef round tip steak,True,gemma3-12b,1317,none,False,missed_match,2.643,none,False,missed_match,0.807,none,False,missed_match,1.708,none,False,missed_match,0.744,none,False,missed_match,1.942,none,False,missed_match,5.382,none,False,missed_match,2.807,none,False,missed_match,13.415,none,False,missed_match,22.069,none,False,missed_match,2.806,none,False,missed_match,0.712,none,False,missed_match,2.566,none,False,missed_match,2.934,steamed iceberg lettuce,False,wrong_match,4.178,steamed iceberg lettuce,False,wrong_match,3.558,steamed iceberg lettuce,False,wrong_match,5.064,unsalted butter,False,wrong_match,4.940,steamed iceberg lettuce,False,wrong_match,0.945,steamed iceberg lettuce,False,wrong_match,4.734,red whole grain bulgur,False,wrong_match,4.340
NHANES_Gemma3_12b,"pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted",ground pork,True,gemma3-12b,1317,none,False,missed_match,3.917,none,False,missed_match,0.684,none,False,missed_match,3.984,none,False,missed_match,3.023,none,False,missed_match,1.407,none,False,missed_match,16.248,none,False,missed_match,1.154,none,False,missed_match,2.709,none,False,missed_match,3.386,none,False,missed_match,0.633,none,False,missed_match,1.153,none,False,missed_match,3.626,none,False,missed_match,2.546,plant based bacon strip,False,wrong_match,3.538,honeydew melon,False,wrong_match,3.497,plant based bacon strip,False,wrong_match,3.519,honeydew melon,False,wrong_match,0.837,honeydew melon,False,wrong_match,3.225,honeydew melon,False,wrong_match,1.517,pumpkin seeds,False,wrong_match,4.717
NHANES_Gemma3_12b,"turkey, drumstick, from whole bird, meat only, roasted",ground turkey,True,gemma3-12b,1317,none,False,missed_match,4.707,none,False,missed_match,2.110,none,False,missed_match,3.566,ground turkey,True,,1.411,ground turkey,True,,1.347,none,False,missed_match,2.841,none,False,missed_match,2.067,none,False,missed_match,0.663,none,False,missed_match,2.065,none,False,missed_match,1.383,ground turkey,True,,0.921,none,False,missed_match,2.002,none,False,missed_match,1.808,spaghetti,False,wrong_match,3.735,whole bartlett pear w/o seed,False,wrong_match,3.728,spaghetti,False,wrong_match,1.328,spaghetti,False,wrong_match,0.877,spaghetti,False,wrong_match,5.411,spaghetti,False,wrong_match,2.877,hot cereal whole grain creamy buckwheat,False,wrong_match,4.261
NHANES_Gemma3_12b,"beverages, tea, green, brewed, regular",none,False,gemma3-12b,1317,none,True,,2.628,brewed coffee,False,false_positive,0.560,none,True,,2.223,brewed coffee,False,false_positive,1.947,brewed coffee,False,false_positive,1.135,brewed coffee,False,false_positive,3.596,none,True,,3.460,none,True,,0.430,none,True,,0.412,none,True,,1.441,brewed coffee,False,false_positive,3.424,brewed coffee,False,false_positive,3.215,none,True,,3.123,none,True,,5.108,brewed coffee,False,false_positive,3.555,brewed coffee,False,false_positive,3.973,brewed coffee,False,false_positive,5.381,brewed coffee,False,false_positive,4.605,brewed coffee,False,false_positive,2.873,budweiser,False,false_positive,4.470
NHANES_Gemma3_12b,"oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed",none,False,gemma3-12b,1317,none,True,,4.366,soy flour,False,false_positive,1.365,soy flour,False,false_positive,3.079,soy flour,False,false_positive,3.055,soy flour,False,false_positive,1.005,none,True,,13.145,soy flour,False,false_positive,1.906,none,True,,11.702,none,True,,3.114,none,True,,2.054,soy flour,False,false_positive,2.772,soy flour,False,false_positive,6.554,soy flour,False,false_positive,3.572,soy flour,False,false_positive,2.897,soy flour,False,false_positive,4.393,soy flour,False,false_positive,3.816,soy flour,False,false_positive,5.291,soy flour,False,false_positive,4.598,soy flour,False,false_positive,3.430,steamed whole snow peas,False,false_positive,1.702
