experiment,source_item,expected_match,has_match,model,sample_size,S15_predicted,S15_correct,S15_error_type,S15_response_time,S13_predicted,S13_correct,S13_error_type,S13_response_time,S20_predicted,S20_correct,S20_error_type,S20_response_time,S03_predicted,S03_correct,S03_error_type,S03_response_time,S11_predicted,S11_correct,S11_error_type,S11_response_time,S18_predicted,S18_correct,S18_error_type,S18_response_time,S01_predicted,S01_correct,S01_error_type,S01_response_time,S12_predicted,S12_correct,S12_error_type,S12_response_time,S16_predicted,S16_correct,S16_error_type,S16_response_time,S06_predicted,S06_correct,S06_error_type,S06_response_time,S08_predicted,S08_correct,S08_error_type,S08_response_time,S14_predicted,S14_correct,S14_error_type,S14_response_time,S09_predicted,S09_correct,S09_error_type,S09_response_time,S19_predicted,S19_correct,S19_error_type,S19_response_time,S17_predicted,S17_correct,S17_error_type,S17_response_time,S02_predicted,S02_correct,S02_error_type,S02_response_time,S05_predicted,S05_correct,S05_error_type,S05_response_time,S10_predicted,S10_correct,S10_error_type,S10_response_time,S07_predicted,S07_correct,S07_error_type,S07_response_time,S04_predicted,S04_correct,S04_error_type,S04_response_time
NHANES_Gemma3_4b,"snacks, peas, roasted, wasabi-flavored",none,False,gemma3-4b,1317,none,True,,0.563,none,True,,1.969,none,True,,2.293,none,True,,3.100,none,True,,0.885,none,True,,0.371,frozen whole sweet green peas (flav r pac),False,false_positive,0.505,none,True,,0.417,none,True,,2.008,frozen whole sweet green peas (flav r pac),False,false_positive,0.640,none,True,,1.605,none,True,,1.271,none,True,,0.817,none,True,,0.774,frozen whole sweet green peas (flav r pac),False,false_positive,0.418,frozen whole sweet green peas (flav r pac),False,false_positive,1.171,frozen whole sweet green peas (flav r pac),False,false_positive,0.413,nutella spread,False,false_positive,0.672,frozen whole sweet green peas (flav r pac),False,false_positive,2.625,plantain banana (steamed 10 in),False,false_positive,1.692
NHANES_Gemma3_4b,"turkey, drumstick, from whole bird, meat only, roasted",ground turkey,True,gemma3-4b,1317,none,False,missed_match,0.576,none,False,missed_match,0.269,none,False,missed_match,0.900,none,False,missed_match,1.139,none,False,missed_match,0.584,none,False,missed_match,0.484,none,False,missed_match,1.194,none,False,missed_match,0.718,none,False,missed_match,0.766,none,False,missed_match,1.327,none,False,missed_match,1.220,none,False,missed_match,0.845,none,False,missed_match,0.881,none,False,missed_match,1.122,ground turkey,True,,0.298,canned black beans (s&w),False,wrong_match,1.748,original apple sauce (tree top),False,wrong_match,1.092,original apple sauce (tree top),False,wrong_match,1.617,yellow banana flesh only,False,wrong_match,1.159,whole strawberry,False,wrong_match,1.945
NHANES_Gemma3_4b,"egg, whole, cooked, poached",whole brown egg,True,gemma3-4b,1317,none,False,missed_match,0.224,none,False,missed_match,1.495,brown egg yolk,False,wrong_match,0.834,none,False,missed_match,1.137,none,False,missed_match,1.209,none,False,missed_match,0.795,none,False,missed_match,2.103,none,False,missed_match,1.041,none,False,missed_match,0.880,none,False,missed_match,1.090,none,False,missed_match,1.399,none,False,missed_match,2.554,none,False,missed_match,1.010,none,False,missed_match,0.773,whole brown egg,True,,0.223,none,False,missed_match,1.570,original apple sauce (tree top),False,wrong_match,0.732,original apple sauce (tree top),False,wrong_match,0.612,brown egg yolk,False,wrong_match,1.022,plantain banana (steamed 10 in),False,wrong_match,0.880
NHANES_Gemma3_4b,"nuts, almonds, dry roasted, without salt added",roasted almonds,True,gemma3-4b,1317,none,False,missed_match,2.076,none,False,missed_match,1.924,none,False,missed_match,0.418,none,False,missed_match,1.273,none,False,missed_match,1.885,pistachio (fiddyment farm),False,wrong_match,0.702,none,False,missed_match,1.883,none,False,missed_match,1.024,none,False,missed_match,4.020,none,False,missed_match,0.418,none,False,missed_match,0.357,none,False,missed_match,0.623,none,False,missed_match,0.977,none,False,missed_match,1.071,almond butter (justin's),False,wrong_match,1.767,none,False,missed_match,1.385,peanuts,False,wrong_match,0.729,peanuts,False,wrong_match,1.717,peanuts,False,wrong_match,1.532,brown egg yolk,False,wrong_match,0.921
NHANES_Gemma3_4b,"margarine-like, margarine-butter blend, soybean oil and butter",none,False,gemma3-4b,1317,none,True,,0.510,none,True,,2.140,none,True,,0.830,none,True,,1.052,none,True,,0.981,none,True,,0.422,none,True,,2.679,none,True,,0.345,whole sweet cherry,False,false_positive,0.658,none,True,,3.280,none,True,,0.398,none,True,,2.140,none,True,,1.178,none,True,,0.647,none,True,,2.040,none,True,,1.600,unsalted butter,False,false_positive,0.572,none,True,,1.338,unsalted butter,False,false_positive,0.887,plantain banana (steamed 10 in),False,false_positive,0.966
NHANES_Gemma3_4b,"peanut flour, defatted",none,False,gemma3-4b,1317,none,True,,0.608,none,True,,0.690,none,True,,0.365,none,True,,1.051,none,True,,0.912,none,True,,1.755,none,True,,1.880,none,True,,2.060,none,True,,0.482,none,True,,1.208,none,True,,0.921,none,True,,1.127,none,True,,1.368,none,True,,1.025,peanut butter crackers,False,false_positive,1.081,peanuts,False,false_positive,0.661,hazelnut flour,False,false_positive,0.977,peanuts,False,false_positive,1.623,peanuts,False,false_positive,1.855,brown egg yolk,False,false_positive,0.717
NHANES_Gemma3_4b,"vanilla extract, imitation, no alcohol",none,False,gemma3-4b,1317,none,True,,0.276,none,True,,0.710,none,True,,0.999,none,True,,2.637,none,True,,1.634,none,True,,3.239,none,True,,0.952,none,True,,1.182,none,True,,0.590,none,True,,1.537,none,True,,1.872,none,True,,2.981,none,True,,0.460,none,True,,0.938,vanilla bean ice cream,False,false_positive,1.578,vanilla bean ice cream,False,false_positive,1.576,none,True,,1.647,none,True,,1.355,vanilla bean ice cream,False,false_positive,2.839,plantain banana (steamed 10 in),False,false_positive,1.691
NHANES_Gemma3_4b,"plums, dried (prunes), stewed, without added sugar",unsweetened pitted prunes,True,gemma3-4b,1317,unsweetened pitted prunes,True,,0.676,unsweetened pitted prunes,True,,0.679,unsweetened pitted prunes,True,,1.020,unsweetened pitted prunes,True,,1.484,unsweetened pitted prunes,True,,0.363,unsweetened pitted prunes,True,,0.495,unsweetened pitted prunes,True,,1.246,unsweetened pitted prunes,True,,0.783,unsweetened pitted prunes,True,,1.703,none,False,missed_match,0.913,none,False,missed_match,1.231,none,False,missed_match,0.325,none,False,missed_match,1.358,unsweetened pitted prunes,True,,2.584,unsweetened pitted prunes,True,,1.782,unsweetened pitted prunes,True,,1.532,unsweetened pitted prunes,True,,0.968,unsweetened pitted prunes,True,,1.853,unsweetened pitted prunes,True,,0.753,rice cereal (gerber),False,wrong_match,0.773
NHANES_Gemma3_4b,"fish, sturgeon, mixed species, raw",none,False,gemma3-4b,1317,none,True,,0.774,none,True,,0.641,none,True,,0.414,none,True,,0.796,none,True,,0.438,none,True,,0.229,none,True,,1.180,none,True,,0.588,none,True,,1.946,none,True,,1.090,none,True,,1.451,none,True,,2.924,none,True,,0.267,none,True,,0.582,plant based fish fillet,False,false_positive,1.204,albacore white tuna,False,false_positive,1.313,albacore white tuna,False,false_positive,0.991,albacore white tuna,False,false_positive,0.459,albacore white tuna,False,false_positive,2.418,brown egg yolk,False,false_positive,0.687
NHANES_Gemma3_4b,"pears, canned, water pack, solids and liquids",whole bartlett pear w/o seed,True,gemma3-4b,1317,none,False,missed_match,3.133,none,False,missed_match,2.643,whole bartlett pear w/o seed,True,,2.061,none,False,missed_match,0.784,none,False,missed_match,1.287,unsweetened pitted prunes,False,wrong_match,0.322,none,False,missed_match,1.825,none,False,missed_match,1.912,none,False,missed_match,4.555,none,False,missed_match,2.147,none,False,missed_match,0.951,none,False,missed_match,2.238,none,False,missed_match,0.492,none,False,missed_match,0.453,whole bartlett pear w/o seed,True,,0.416,whole bartlett pear flesh only,False,wrong_match,0.954,whole bartlett pear flesh only,False,wrong_match,0.834,whole bartlett pear flesh only,False,wrong_match,1.831,whole bartlett pear flesh only,False,wrong_match,0.978,plantain banana (steamed 10 in),False,wrong_match,1.563
NHANES_Gemma3_4b,"turkey, whole, breast, meat only, cooked, roasted",ground turkey,True,gemma3-4b,1317,ground turkey,True,,0.419,none,False,missed_match,4.334,none,False,missed_match,0.708,none,False,missed_match,0.780,none,False,missed_match,1.795,whole whole grains english muffin (oroweat),False,wrong_match,0.227,none,False,missed_match,1.085,none,False,missed_match,3.600,none,False,missed_match,2.504,none,False,missed_match,2.354,none,False,missed_match,1.920,none,False,missed_match,0.280,none,False,missed_match,2.807,none,False,missed_match,0.506,whole bartlett pear w/o seed,False,wrong_match,1.352,unsalted butter,False,wrong_match,1.138,original apple sauce (tree top),False,wrong_match,1.186,original apple sauce (tree top),False,wrong_match,1.812,unsalted butter,False,wrong_match,1.728,plantain banana (steamed 10 in),False,wrong_match,0.909
NHANES_Gemma3_4b,"cheese, mexican blend",none,False,gemma3-4b,1317,none,True,,1.438,none,True,,1.032,none,True,,0.424,none,True,,2.010,none,True,,0.659,none,True,,0.297,none,True,,3.036,none,True,,0.247,none,True,,0.548,none,True,,0.986,none,True,,1.051,none,True,,1.119,none,True,,0.753,none,True,,0.400,cheese crackers,False,false_positive,0.674,none,True,,0.446,original apple sauce (tree top),False,false_positive,0.751,none,True,,0.714,refried beans,False,false_positive,0.900,plantain banana (steamed 10 in),False,false_positive,1.267
NHANES_Gemma3_4b,"pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",ground pork,True,gemma3-4b,1317,none,False,missed_match,2.078,ground pork,True,,0.765,none,False,missed_match,1.457,none,False,missed_match,1.611,none,False,missed_match,2.045,plant based bacon strip,False,wrong_match,2.194,none,False,missed_match,1.051,none,False,missed_match,2.532,whole bartlett pear w/o seed,False,wrong_match,1.316,none,False,missed_match,1.843,none,False,missed_match,0.737,none,False,missed_match,1.617,none,False,missed_match,1.039,whole original english muffin (thomas),False,wrong_match,2.319,ground pork,True,,0.833,none,False,missed_match,1.258,ground pork,True,,1.287,original apple sauce (tree top),False,wrong_match,0.971,albacore white tuna,False,wrong_match,0.900,brazil nuts,False,wrong_match,1.413
NHANES_Gemma3_4b,"beverages, energy drink, rockstar",none,False,gemma3-4b,1317,none,True,,1.623,none,True,,3.153,none,True,,0.404,none,True,,1.635,none,True,,1.204,none,True,,0.925,none,True,,1.120,none,True,,1.286,none,True,,2.435,none,True,,1.755,none,True,,0.817,none,True,,0.882,none,True,,0.797,none,True,,1.250,none,True,,2.619,pulp free orange juice,False,false_positive,0.368,steamed green zuchini,False,false_positive,0.891,pulp free orange juice,False,false_positive,1.364,pulp free orange juice,False,false_positive,1.027,plantain banana (steamed 10 in),False,false_positive,0.992
NHANES_Gemma3_4b,"leavening agents, cream of tartar",none,False,gemma3-4b,1317,none,True,,1.481,none,True,,0.923,none,True,,0.768,none,True,,1.541,none,True,,2.595,none,True,,1.199,none,True,,1.109,none,True,,2.633,none,True,,0.934,none,True,,0.955,none,True,,0.520,none,True,,3.229,none,True,,1.002,none,True,,0.865,none,True,,1.236,none,True,,2.852,none,True,,2.112,none,True,,1.292,original apple sauce (tree top),False,false_positive,1.024,original apple sauce (tree top),False,false_positive,0.748
NHANES_Gemma3_4b,"potatoes, baked, skin, without salt",steamed whole russet potato,True,gemma3-4b,1317,none,False,missed_match,2.756,none,False,missed_match,2.128,none,False,missed_match,6.990,steamed russet potato flesh only,False,wrong_match,1.076,none,False,missed_match,3.839,none,False,missed_match,2.382,steamed russet potato flesh only,False,wrong_match,0.669,none,False,missed_match,1.735,none,False,missed_match,1.154,steamed russet potato flesh only,False,wrong_match,1.785,none,False,missed_match,0.733,none,False,missed_match,1.614,none,False,missed_match,0.781,none,False,missed_match,0.599,none,False,missed_match,2.056,steamed russet potato flesh only,False,wrong_match,1.103,steamed russet potato flesh only,False,wrong_match,1.087,steamed russet potato flesh only,False,wrong_match,1.922,steamed russet potato flesh only,False,wrong_match,0.937,steamed iceberg lettuce,False,wrong_match,1.588
NHANES_Gemma3_4b,"egg, whole, cooked, hard-boiled",whole brown egg,True,gemma3-4b,1317,none,False,missed_match,1.767,none,False,missed_match,1.526,whole brown egg,True,,1.786,none,False,missed_match,1.630,none,False,missed_match,1.887,none,False,missed_match,0.779,none,False,missed_match,0.537,none,False,missed_match,2.754,whole brown egg,True,,1.199,none,False,missed_match,1.537,none,False,missed_match,0.990,none,False,missed_match,3.226,none,False,missed_match,1.277,none,False,missed_match,0.989,whole brown egg,True,,1.085,none,False,missed_match,2.323,original apple sauce (tree top),False,wrong_match,0.753,original apple sauce (tree top),False,wrong_match,1.545,brown egg yolk,False,wrong_match,1.014,brown egg yolk,False,wrong_match,0.948
NHANES_Gemma3_4b,"blueberries, frozen, sweetened",frozen whole blueberry,True,gemma3-4b,1317,frozen whole blueberry,True,,0.640,frozen whole blueberry,True,,1.262,frozen whole blueberry,True,,1.451,none,False,missed_match,2.049,none,False,missed_match,1.379,frozen whole blueberry,True,,1.892,none,False,missed_match,2.921,none,False,missed_match,1.658,frozen whole blueberry,True,,1.058,carrot juice,False,wrong_match,1.287,none,False,missed_match,0.992,none,False,missed_match,3.294,none,False,missed_match,1.558,none,False,missed_match,0.982,frozen whole blueberry,True,,1.086,frozen whole blueberry,True,,1.286,carrot juice,False,wrong_match,1.567,carrot juice,False,wrong_match,2.151,frozen whole blueberry,True,,1.463,dried coconut chips,False,wrong_match,1.499
NHANES_Gemma3_4b,"eggplant, cooked, boiled, drained, without salt",eggplant,True,gemma3-4b,1317,eggplant,True,,0.785,eggplant,True,,0.760,eggplant,True,,0.899,eggplant,True,,1.272,eggplant,True,,0.208,eggplant,True,,1.598,eggplant,True,,0.377,eggplant,True,,0.503,eggplant,True,,1.187,none,False,missed_match,3.090,none,False,missed_match,1.409,none,False,missed_match,1.455,none,False,missed_match,1.257,eggplant,True,,1.733,eggplant,True,,1.603,eggplant,True,,1.207,eggplant,True,,1.817,eggplant,True,,0.373,eggplant,True,,1.991,eggplant,True,,1.564
NHANES_Gemma3_4b,"cassava, raw",none,False,gemma3-4b,1317,none,True,,1.499,none,True,,0.781,none,True,,0.757,none,True,,3.169,none,True,,1.306,none,True,,0.604,none,True,,2.749,none,True,,1.123,none,True,,0.840,none,True,,1.507,none,True,,0.849,none,True,,1.440,none,True,,1.800,none,True,,0.972,none,True,,1.559,none,True,,1.095,none,True,,2.369,original apple sauce (tree top),False,false_positive,0.850,yellow banana flesh only,False,false_positive,1.542,original apple sauce (tree top),False,false_positive,1.278
NHANES_Gemma3_4b,"mollusks, abalone, mixed species, raw",none,False,gemma3-4b,1317,none,True,,0.950,none,True,,2.114,none,True,,0.905,none,True,,1.554,none,True,,2.246,none,True,,1.431,none,True,,0.484,none,True,,1.335,none,True,,0.680,none,True,,0.666,none,True,,1.111,none,True,,1.709,none,True,,1.798,none,True,,1.221,none,True,,1.731,albacore white tuna,False,false_positive,1.779,albacore white tuna,False,false_positive,1.972,albacore white tuna,False,false_positive,1.673,albacore white tuna,False,false_positive,1.742,pumpkin seeds,False,false_positive,0.979
NHANES_Gemma3_4b,carob flour,none,False,gemma3-4b,1317,none,True,,1.339,none,True,,0.888,none,True,,1.228,none,True,,2.024,none,True,,1.357,none,True,,1.153,hazelnut flour,False,false_positive,1.468,hazelnut flour,False,false_positive,0.962,none,True,,0.955,none,True,,2.086,none,True,,0.980,none,True,,1.475,none,True,,1.794,none,True,,1.232,hazelnut flour,False,false_positive,0.943,hazelnut flour,False,false_positive,1.475,hazelnut flour,False,false_positive,1.026,none,True,,1.618,hazelnut flour,False,false_positive,1.289,whole strawberry,False,false_positive,1.831
NHANES_Gemma3_4b,"pork, fresh, variety meats and by-products, feet, cooked, simmered",ground pork,True,gemma3-4b,1317,none,False,missed_match,2.312,none,False,missed_match,2.189,none,False,missed_match,0.751,ground pork,True,,1.599,none,False,missed_match,1.838,ground pork,True,,1.961,none,False,missed_match,2.488,none,False,missed_match,1.304,ground pork,True,,1.046,none,False,missed_match,0.962,none,False,missed_match,1.112,none,False,missed_match,2.854,none,False,missed_match,1.783,none,False,missed_match,0.881,ground pork,True,,0.813,none,False,missed_match,1.503,ground pork,True,,1.963,original apple sauce (tree top),False,wrong_match,1.644,green split peas,False,wrong_match,1.141,plantain banana (steamed 10 in),False,wrong_match,1.374
NHANES_Gemma3_4b,miso,none,False,gemma3-4b,1317,soy flour,False,false_positive,1.415,soy flour,False,false_positive,1.016,none,True,,1.498,none,True,,2.903,none,True,,0.372,none,True,,0.808,none,True,,0.303,none,True,,0.890,none,True,,1.191,none,True,,2.082,none,True,,1.338,none,True,,1.145,none,True,,2.047,none,True,,1.108,soy flour,False,false_positive,0.869,none,True,,0.936,original apple sauce (tree top),False,false_positive,1.595,none,True,,1.080,soy flour,False,false_positive,1.830,plantain banana (steamed 10 in),False,false_positive,2.117
NHANES_Gemma3_4b,"crustaceans, crayfish, mixed species, wild, cooked, moist heat",none,False,gemma3-4b,1317,none,True,,1.466,none,True,,1.416,none,True,,1.494,none,True,,1.547,none,True,,2.236,none,True,,1.438,shrimp,False,false_positive,1.098,none,True,,0.796,shrimp,False,false_positive,0.830,none,True,,2.996,none,True,,1.501,none,True,,3.326,none,True,,1.328,none,True,,1.429,shrimp,False,false_positive,0.824,albacore white tuna,False,false_positive,1.271,shrimp,False,false_positive,1.092,albacore white tuna,False,false_positive,1.871,albacore white tuna,False,false_positive,1.824,brown egg yolk,False,false_positive,1.788
